no , model , rate
63 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3283582089552239
63 , Training/Validation Dataset SSH Recall(RF): , 1.0
63 , Training/Validation Dataset SSH Recall(DT): , 1.0
63 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
63 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002661596958174905
63 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01749049429657795
63 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.017110266159695818
63 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
63 , Evaluation Test Total Detection Rate(RF): , 0.9949542730999684
63 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
63 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
63 , Evaluation Test SSH Precision(RF): , 0.3283582089552239
63 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
63 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
63 , Evaluation Test SSH Recall(RF): , 0.88
63 , Evaluation Test SSH Recall(DT): , 1.0
63 , Evaluation Test SSH Recall(Hybrid): , 1.0
63 , Evaluation Test False Positive Rate of total detection(RF): , 0.00474283305227656
63 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
63 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
63 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
64 , Random Forest Model Accuracy Rate (n=100): , 0.9960124891848173
64 , Decision Tree Model Accuracy Rate (depth=4): , 0.9657864048452018
64 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7524921942594891
64 , Test Accuracy Rate of Test DATA(RF): , 0.9559050501392518
64 , Test Accuracy Rate of Test DATA(DT): , 0.9715827276097847
64 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5444958914267484
64 , Training/Validation Dataset Total Detection Rate(RF): , 0.9981053429329292
64 , Training/Validation Dataset Total Detection Rate(DT): , 0.9829480863963622
64 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9840848806366048
64 , Training/Validation Dataset SSH Precision(RF): , 0.8461538461538461
64 , Training/Validation Dataset SSH Precision(DT): , 0.3333333333333333
64 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3492063492063492
64 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
64 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
64 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
64 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0015290519877675841
64 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.016819571865443424
64 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015672782874617736
64 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
64 , Evaluation Test Total Detection Rate(RF): , 0.9960054662041417
64 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
64 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
64 , Evaluation Test SSH Precision(RF): , 0.38596491228070173
64 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
64 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
64 , Evaluation Test SSH Recall(RF): , 0.88
64 , Evaluation Test SSH Recall(DT): , 1.0
64 , Evaluation Test SSH Recall(Hybrid): , 1.0
64 , Evaluation Test False Positive Rate of total detection(RF): , 0.0036888701517706576
64 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
64 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
64 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
65 , Random Forest Model Accuracy Rate (n=100): , 0.9962381973441673
65 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668020915622766
65 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7513824624760185
65 , Test Accuracy Rate of Test DATA(RF): , 0.9517900100882072
65 , Test Accuracy Rate of Test DATA(DT): , 0.9722056959569569
65 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5522237167714288
65 , Training/Validation Dataset Total Detection Rate(RF): , 0.9958770614692654
65 , Training/Validation Dataset Total Detection Rate(DT): , 0.9846326836581709
65 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9842578710644677
65 , Training/Validation Dataset SSH Precision(RF): , 0.6774193548387096
65 , Training/Validation Dataset SSH Precision(DT): , 0.3442622950819672
65 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3387096774193548
65 , Training/Validation Dataset SSH Recall(RF): , 0.9545454545454546
65 , Training/Validation Dataset SSH Recall(DT): , 0.9545454545454546
65 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9545454545454546
65 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003779289493575208
65 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015117157974300832
65 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015495086923658353
65 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
65 , Evaluation Test Total Detection Rate(RF): , 0.996425943445811
65 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
65 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
65 , Evaluation Test SSH Precision(RF): , 0.41509433962264153
65 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
65 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
65 , Evaluation Test SSH Recall(RF): , 0.88
65 , Evaluation Test SSH Recall(DT): , 1.0
65 , Evaluation Test SSH Recall(Hybrid): , 1.0
65 , Evaluation Test False Positive Rate of total detection(RF): , 0.0032672849915682967
65 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
65 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
65 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
66 , Random Forest Model Accuracy Rate (n=100): , 0.9962758153707256
66 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668585186021141
66 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7160591355377497
66 , Test Accuracy Rate of Test DATA(RF): , 0.9655492037214275
66 , Test Accuracy Rate of Test DATA(DT): , 0.9714792588185589
66 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5563646240202799
66 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969442322383499
66 , Training/Validation Dataset Total Detection Rate(DT): , 0.9793735676088617
66 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9797555385790679
66 , Training/Validation Dataset SSH Precision(RF): , 0.7857142857142857
66 , Training/Validation Dataset SSH Precision(DT): , 0.2972972972972973
66 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3013698630136986
66 , Training/Validation Dataset SSH Recall(RF): , 0.9166666666666666
66 , Training/Validation Dataset SSH Recall(DT): , 0.9166666666666666
66 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9166666666666666
66 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002313030069390902
66 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.020046260601387818
66 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01966075558982267
66 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
66 , Evaluation Test Total Detection Rate(RF): , 0.9960054662041417
66 , Evaluation Test Total Detection Rate(DT): , 0.9894880689582677
66 , Evaluation Test Total Detection Rate(Hybrid): , 0.9894880689582677
66 , Evaluation Test SSH Precision(RF): , 0.38596491228070173
66 , Evaluation Test SSH Precision(DT): , 0.2
66 , Evaluation Test SSH Precision(Hybrid): , 0.2
66 , Evaluation Test SSH Recall(RF): , 0.88
66 , Evaluation Test SSH Recall(DT): , 1.0
66 , Evaluation Test SSH Recall(Hybrid): , 1.0
66 , Evaluation Test False Positive Rate of total detection(RF): , 0.0036888701517706576
66 , Evaluation Test False Positive Rate of total detection(DT): , 0.010539629005059023
66 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010539629005059023
66 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
67 , Random Forest Model Accuracy Rate (n=100): , 0.9962758153707256
67 , Decision Tree Model Accuracy Rate (depth=4): , 0.9664071022834142
67 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7379904450212542
67 , Test Accuracy Rate of Test DATA(RF): , 0.9490329979220018
67 , Test Accuracy Rate of Test DATA(DT): , 0.9714641696198384
67 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5548255257507955
67 , Training/Validation Dataset Total Detection Rate(RF): , 0.9973723723723724
67 , Training/Validation Dataset Total Detection Rate(DT): , 0.9842342342342343
67 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9846096096096096
67 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
67 , Training/Validation Dataset SSH Precision(DT): , 0.34375
67 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3492063492063492
67 , Training/Validation Dataset SSH Recall(RF): , 1.0
67 , Training/Validation Dataset SSH Recall(DT): , 1.0
67 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
67 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0026495079485238456
67 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015897047691143074
67 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015518546555639667
67 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
67 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
67 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
67 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
67 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
67 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
67 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
67 , Evaluation Test SSH Recall(RF): , 0.88
67 , Evaluation Test SSH Recall(DT): , 1.0
67 , Evaluation Test SSH Recall(Hybrid): , 1.0
67 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
67 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
67 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
67 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
68 , Random Forest Model Accuracy Rate (n=100): , 0.9963322424105632
68 , Decision Tree Model Accuracy Rate (depth=4): , 0.9673475529473724
68 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7073693714027762
68 , Test Accuracy Rate of Test DATA(RF): , 0.9474076756598291
68 , Test Accuracy Rate of Test DATA(DT): , 0.970714020883451
68 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5545431421747415
68 , Training/Validation Dataset Total Detection Rate(RF): , 0.997369409996242
68 , Training/Validation Dataset Total Detection Rate(DT): , 0.9804584742577979
68 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9804584742577979
68 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
68 , Training/Validation Dataset SSH Precision(DT): , 0.2972972972972973
68 , Training/Validation Dataset SSH Precision(Hybrid): , 0.2972972972972973
68 , Training/Validation Dataset SSH Recall(RF): , 1.0
68 , Training/Validation Dataset SSH Recall(DT): , 1.0
68 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
68 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002652519893899204
68 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.019704433497536946
68 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.019704433497536946
68 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
68 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
68 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
68 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
68 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
68 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
68 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
68 , Evaluation Test SSH Recall(RF): , 0.88
68 , Evaluation Test SSH Recall(DT): , 1.0
68 , Evaluation Test SSH Recall(Hybrid): , 1.0
68 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
68 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
68 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
68 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
69 , Random Forest Model Accuracy Rate (n=100): , 0.9960312981980965
69 , Decision Tree Model Accuracy Rate (depth=4): , 0.9675920701200015
69 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.6907233946507166
69 , Test Accuracy Rate of Test DATA(RF): , 0.9648723453788252
69 , Test Accuracy Rate of Test DATA(DT): , 0.9717681091940643
69 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5568647231778715
69 , Training/Validation Dataset Total Detection Rate(RF): , 0.9970059880239521
69 , Training/Validation Dataset Total Detection Rate(DT): , 0.9812874251497006
69 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9816616766467066
69 , Training/Validation Dataset SSH Precision(RF): , 0.75
69 , Training/Validation Dataset SSH Precision(DT): , 0.3055555555555556
69 , Training/Validation Dataset SSH Precision(Hybrid): , 0.30985915492957744
69 , Training/Validation Dataset SSH Recall(RF): , 0.9545454545454546
69 , Training/Validation Dataset SSH Recall(DT): , 1.0
69 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
69 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0026415094339622643
69 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.018867924528301886
69 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01849056603773585
69 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545414
69 , Evaluation Test Total Detection Rate(RF): , 0.9960054662041417
69 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
69 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
69 , Evaluation Test SSH Precision(RF): , 0.38596491228070173
69 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
69 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
69 , Evaluation Test SSH Recall(RF): , 0.88
69 , Evaluation Test SSH Recall(DT): , 1.0
69 , Evaluation Test SSH Recall(Hybrid): , 1.0
69 , Evaluation Test False Positive Rate of total detection(RF): , 0.0036888701517706576
69 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
69 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
69 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
70 , Random Forest Model Accuracy Rate (n=100): , 0.9965203325433548
