no , model , rate
74 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0023059185242121443
74 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01614142966948501
74 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016525749423520367
74 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
74 , Evaluation Test Total Detection Rate(RF): , 0.9959003468937244
74 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
74 , Evaluation Test Total Detection Rate(Hybrid): , 0.988647114474929
74 , Evaluation Test SSH Precision(RF): , 0.3793103448275862
74 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
74 , Evaluation Test SSH Precision(Hybrid): , 0.18796992481203006
74 , Evaluation Test SSH Recall(RF): , 0.88
74 , Evaluation Test SSH Recall(DT): , 1.0
74 , Evaluation Test SSH Recall(Hybrid): , 1.0
74 , Evaluation Test False Positive Rate of total detection(RF): , 0.0037942664418212477
74 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
74 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011382799325463743
74 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
75 , Random Forest Model Accuracy Rate (n=100): , 0.9963322424105632
75 , Decision Tree Model Accuracy Rate (depth=4): , 0.9685513297972388
75 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7895835684459993
75 , Test Accuracy Rate of Test DATA(RF): , 0.9496020762737439
75 , Test Accuracy Rate of Test DATA(DT): , 0.9714145908240427
75 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5383696767462514
75 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965371296652559
75 , Training/Validation Dataset Total Detection Rate(DT): , 0.9857637552904963
75 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9857637552904963
75 , Training/Validation Dataset SSH Precision(RF): , 0.7333333333333333
75 , Training/Validation Dataset SSH Precision(DT): , 0.3793103448275862
75 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3793103448275862
75 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
75 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
75 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
75 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003105590062111801
75 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.013975155279503106
75 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.013975155279503106
75 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
75 , Evaluation Test Total Detection Rate(RF): , 0.9948491537895512
75 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
75 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
75 , Evaluation Test SSH Precision(RF): , 0.3235294117647059
75 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
75 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
75 , Evaluation Test SSH Recall(RF): , 0.88
75 , Evaluation Test SSH Recall(DT): , 1.0
75 , Evaluation Test SSH Recall(Hybrid): , 1.0
75 , Evaluation Test False Positive Rate of total detection(RF): , 0.00484822934232715
75 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
75 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
75 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
76 , Random Forest Model Accuracy Rate (n=100): , 0.9957679720121883
76 , Decision Tree Model Accuracy Rate (depth=4): , 0.9658428318850393
76 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9137794831283151
76 , Test Accuracy Rate of Test DATA(RF): , 0.9573557688162309
76 , Test Accuracy Rate of Test DATA(DT): , 0.9707571328797951
76 , Test Accuracy Rate of Test DATA(Hybrid): , 0.6606266759788578
76 , Training/Validation Dataset Total Detection Rate(RF): , 0.9954337899543378
76 , Training/Validation Dataset Total Detection Rate(DT): , 0.9908675799086758
76 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.989345509893455
76 , Training/Validation Dataset SSH Precision(RF): , 0.6764705882352942
76 , Training/Validation Dataset SSH Precision(DT): , 0.5
76 , Training/Validation Dataset SSH Precision(Hybrid): , 0.46
76 , Training/Validation Dataset SSH Recall(RF): , 0.9583333333333334
76 , Training/Validation Dataset SSH Recall(DT): , 0.75
76 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9583333333333334
76 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.004224270353302612
76 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.0069124423963133645
76 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.010368663594470046
76 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
76 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
76 , Evaluation Test Total Detection Rate(DT): , 0.9944286765478818
76 , Evaluation Test Total Detection Rate(Hybrid): , 0.992221171029118
76 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
76 , Evaluation Test SSH Precision(DT): , 0.3
76 , Evaluation Test SSH Precision(Hybrid): , 0.25252525252525254
76 , Evaluation Test SSH Recall(RF): , 0.88
76 , Evaluation Test SSH Recall(DT): , 0.84
76 , Evaluation Test SSH Recall(Hybrid): , 1.0
76 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
76 , Evaluation Test False Positive Rate of total detection(DT): , 0.00516441821247892
76 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.0077993254637436765
76 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
77 , Random Forest Model Accuracy Rate (n=100): , 0.9966331866230298
77 , Decision Tree Model Accuracy Rate (depth=4): , 0.9665951924162058
77 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.6934318925629162
77 , Test Accuracy Rate of Test DATA(RF): , 0.9469700888969365
77 , Test Accuracy Rate of Test DATA(DT): , 0.9715417712132578
77 , Test Accuracy Rate of Test DATA(Hybrid): , 0.554674633763591
77 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965543644716692
77 , Training/Validation Dataset Total Detection Rate(DT): , 0.9789433384379785
77 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9789433384379785
77 , Training/Validation Dataset SSH Precision(RF): , 0.7419354838709677
77 , Training/Validation Dataset SSH Precision(DT): , 0.2987012987012987
77 , Training/Validation Dataset SSH Precision(Hybrid): , 0.2987012987012987
77 , Training/Validation Dataset SSH Recall(RF): , 0.9583333333333334
77 , Training/Validation Dataset SSH Recall(DT): , 0.9583333333333334
77 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9583333333333334
77 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0030911901081916537
77 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.020865533230293665
77 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.020865533230293665
77 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
77 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
77 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
77 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
77 , Evaluation Test SSH Precision(RF): , 0.39285714285714285
77 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
77 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
77 , Evaluation Test SSH Recall(RF): , 0.88
77 , Evaluation Test SSH Recall(DT): , 1.0
77 , Evaluation Test SSH Recall(Hybrid): , 1.0
77 , Evaluation Test False Positive Rate of total detection(RF): , 0.0035834738617200675
77 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
77 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
77 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
78 , Random Forest Model Accuracy Rate (n=100): , 0.9964450964902382
78 , Decision Tree Model Accuracy Rate (depth=4): , 0.9671782718278599
78 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7820223451077757
78 , Test Accuracy Rate of Test DATA(RF): , 0.9513502677254972
78 , Test Accuracy Rate of Test DATA(DT): , 0.9715115928158169
78 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5472011691973409
78 , Training/Validation Dataset Total Detection Rate(RF): , 0.9966342557965595
78 , Training/Validation Dataset Total Detection Rate(DT): , 0.9842931937172775
78 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9846671652954375
78 , Training/Validation Dataset SSH Precision(RF): , 0.7096774193548387
78 , Training/Validation Dataset SSH Precision(DT): , 0.34375
78 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3492063492063492
78 , Training/Validation Dataset SSH Recall(RF): , 1.0
78 , Training/Validation Dataset SSH Recall(DT): , 1.0
78 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
78 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003393665158371041
78 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01583710407239819
78 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01546003016591252
78 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
78 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
78 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
78 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
78 , Evaluation Test SSH Precision(RF): , 0.39285714285714285
78 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
78 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
78 , Evaluation Test SSH Recall(RF): , 0.88
78 , Evaluation Test SSH Recall(DT): , 1.0
78 , Evaluation Test SSH Recall(Hybrid): , 1.0
78 , Evaluation Test False Positive Rate of total detection(RF): , 0.0035834738617200675
78 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
78 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
78 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
79 , Random Forest Model Accuracy Rate (n=100): , 0.9963322424105632
79 , Decision Tree Model Accuracy Rate (depth=4): , 0.9670277997216266
79 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.77158334273784
79 , Test Accuracy Rate of Test DATA(RF): , 0.9538938755097993
79 , Test Accuracy Rate of Test DATA(DT): , 0.9715374600136234
79 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5582550850599688
79 , Training/Validation Dataset Total Detection Rate(RF): , 0.9955373744886575
79 , Training/Validation Dataset Total Detection Rate(DT): , 0.9825213834139085
79 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9828932688731871
79 , Training/Validation Dataset SSH Precision(RF): , 0.6666666666666666
79 , Training/Validation Dataset SSH Precision(DT): , 0.3235294117647059
79 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3283582089552239
79 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
79 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
79 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
79 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.004126031507876969
79 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.0172543135783946
79 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01687921980495124
79 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
79 , Evaluation Test Total Detection Rate(RF): , 0.995479869652055
79 , Evaluation Test Total Detection Rate(DT): , 0.989277830337433
79 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
79 , Evaluation Test SSH Precision(RF): , 0.3548387096774194
79 , Evaluation Test SSH Precision(DT): , 0.1968503937007874
79 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
79 , Evaluation Test SSH Recall(RF): , 0.88
79 , Evaluation Test SSH Recall(DT): , 1.0
79 , Evaluation Test SSH Recall(Hybrid): , 1.0
79 , Evaluation Test False Positive Rate of total detection(RF): , 0.0042158516020236085
79 , Evaluation Test False Positive Rate of total detection(DT): , 0.010750421585160203
79 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
79 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
80 , Random Forest Model Accuracy Rate (n=100): , 0.9958808260918632
80 , Decision Tree Model Accuracy Rate (depth=4): , 0.9666704284693225
80 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7262536207350563
80 , Test Accuracy Rate of Test DATA(RF): , 0.9514537365167232
80 , Test Accuracy Rate of Test DATA(DT): , 0.970735576881623
80 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5554571164972365
80 , Training/Validation Dataset Total Detection Rate(RF): , 0.9966863033873343
80 , Training/Validation Dataset Total Detection Rate(DT): , 0.9823269513991163
80 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9819587628865979
80 , Training/Validation Dataset SSH Precision(RF): , 0.75
80 , Training/Validation Dataset SSH Precision(DT): , 0.3188405797101449
80 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3142857142857143
80 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
80 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
80 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
80 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0025993316004456
80 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017452655031563312
80 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.017823988117341254
80 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0434782608695653
80 , Evaluation Test Total Detection Rate(RF): , 0.9962157048249763
80 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
80 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
80 , Evaluation Test SSH Precision(RF): , 0.4
80 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
80 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
80 , Evaluation Test SSH Recall(RF): , 0.88
80 , Evaluation Test SSH Recall(DT): , 1.0
80 , Evaluation Test SSH Recall(Hybrid): , 1.0
80 , Evaluation Test False Positive Rate of total detection(RF): , 0.0034780775716694774
80 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
80 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
80 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
81 , Random Forest Model Accuracy Rate (n=100): , 0.9963886694504006
81 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668209005755558
81 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7301094684572847
81 , Test Accuracy Rate of Test DATA(RF): , 0.9468536865068073
81 , Test Accuracy Rate of Test DATA(DT): , 0.9714533916207524
81 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5561706200367315
81 , Training/Validation Dataset Total Detection Rate(RF): , 0.9954493742889647
81 , Training/Validation Dataset Total Detection Rate(DT): , 0.9836935912021236
81 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9836935912021236
81 , Training/Validation Dataset SSH Precision(RF): , 0.6666666666666666
81 , Training/Validation Dataset SSH Precision(DT): , 0.32786885245901637
81 , Training/Validation Dataset SSH Precision(Hybrid): , 0.32786885245901637
81 , Training/Validation Dataset SSH Recall(RF): , 0.9090909090909091
81 , Training/Validation Dataset SSH Recall(DT): , 0.9090909090909091
81 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9090909090909091
81 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0038240917782026767
81 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015678776290630976
81 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015678776290630976
81 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
81 , Evaluation Test Total Detection Rate(RF): , 0.9966361820666456
81 , Evaluation Test Total Detection Rate(DT): , 0.9891727110270156
81 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
81 , Evaluation Test SSH Precision(RF): , 0.43636363636363634
81 , Evaluation Test SSH Precision(DT): , 0.1953125
81 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
81 , Evaluation Test SSH Recall(RF): , 0.96
81 , Evaluation Test SSH Recall(DT): , 1.0
81 , Evaluation Test SSH Recall(Hybrid): , 1.0
81 , Evaluation Test False Positive Rate of total detection(RF): , 0.0032672849915682967
81 , Evaluation Test False Positive Rate of total detection(DT): , 0.010855817875210793
81 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
81 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.040000000000000036
82 , Random Forest Model Accuracy Rate (n=100): , 0.9957867810254674
82 , Decision Tree Model Accuracy Rate (depth=4): , 0.9667456645224392
82 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.716435315803333
82 , Test Accuracy Rate of Test DATA(RF): , 0.9505225173956905
82 , Test Accuracy Rate of Test DATA(DT): , 0.9722078515567741
82 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5574510463281512
82 , Training/Validation Dataset Total Detection Rate(RF): , 0.9966114457831325
82 , Training/Validation Dataset Total Detection Rate(DT): , 0.9823042168674698
82 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9826807228915663
82 , Training/Validation Dataset SSH Precision(RF): , 0.7096774193548387
82 , Training/Validation Dataset SSH Precision(DT): , 0.3188405797101449
82 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3235294117647059
82 , Training/Validation Dataset SSH Recall(RF): , 1.0
82 , Training/Validation Dataset SSH Recall(DT): , 1.0
82 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
82 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003416856492027335
82 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017843583902809414
82 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.017463933181473046
82 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
82 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
82 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
82 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
82 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
82 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
82 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
82 , Evaluation Test SSH Recall(RF): , 0.88
82 , Evaluation Test SSH Recall(DT): , 1.0
82 , Evaluation Test SSH Recall(Hybrid): , 1.0
82 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
82 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
82 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
82 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
83 , Random Forest Model Accuracy Rate (n=100): , 0.9962946243840048
83 , Decision Tree Model Accuracy Rate (depth=4): , 0.9670842267614641
83 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7308054019486138
83 , Test Accuracy Rate of Test DATA(RF): , 0.9546591134449072
83 , Test Accuracy Rate of Test DATA(DT): , 0.9714878812178277
83 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5540387318175155
83 , Training/Validation Dataset Total Detection Rate(RF): , 0.9970446989287034
83 , Training/Validation Dataset Total Detection Rate(DT): , 0.9826376062061323
83 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9826376062061323
83 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
83 , Training/Validation Dataset SSH Precision(DT): , 0.3235294117647059
83 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3235294117647059
83 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
83 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
83 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
83 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0026080476900149033
83 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01713859910581222
83 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01713859910581222
83 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
83 , Evaluation Test Total Detection Rate(RF): , 0.9962157048249763
83 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
83 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
83 , Evaluation Test SSH Precision(RF): , 0.4
83 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
83 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
83 , Evaluation Test SSH Recall(RF): , 0.88
83 , Evaluation Test SSH Recall(DT): , 1.0
83 , Evaluation Test SSH Recall(Hybrid): , 1.0
83 , Evaluation Test False Positive Rate of total detection(RF): , 0.0034780775716694774
83 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
83 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
83 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
84 , Random Forest Model Accuracy Rate (n=100): , 0.995862017078584
84 , Decision Tree Model Accuracy Rate (depth=4): , 0.9669713726817891
84 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7786743407440846
84 , Test Accuracy Rate of Test DATA(RF): , 0.9503198910128733
84 , Test Accuracy Rate of Test DATA(DT): , 0.971606439207774
84 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5573777559343663
84 , Training/Validation Dataset Total Detection Rate(RF): , 0.9974207811348563
84 , Training/Validation Dataset Total Detection Rate(DT): , 0.9815770081061165
84 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9812085482682388
84 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
84 , Training/Validation Dataset SSH Precision(DT): , 0.3055555555555556
84 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3013698630136986
84 , Training/Validation Dataset SSH Recall(RF): , 1.0
84 , Training/Validation Dataset SSH Recall(DT): , 1.0
84 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
84 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002600297176820208
84 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.018573551263001486
84 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018945022288261514
84 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
84 , Evaluation Test Total Detection Rate(RF): , 0.9955849889624724
84 , Evaluation Test Total Detection Rate(DT): , 0.989277830337433
84 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
84 , Evaluation Test SSH Precision(RF): , 0.36065573770491804
84 , Evaluation Test SSH Precision(DT): , 0.1968503937007874
84 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
84 , Evaluation Test SSH Recall(RF): , 0.88
84 , Evaluation Test SSH Recall(DT): , 1.0
84 , Evaluation Test SSH Recall(Hybrid): , 1.0
84 , Evaluation Test False Positive Rate of total detection(RF): , 0.0041104553119730184
84 , Evaluation Test False Positive Rate of total detection(DT): , 0.010750421585160203
84 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
84 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
85 , Random Forest Model Accuracy Rate (n=100): , 0.9957679720121883
85 , Decision Tree Model Accuracy Rate (depth=4): , 0.9665387653763684
85 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7804800060188842
85 , Test Accuracy Rate of Test DATA(RF): , 0.9418893401277839
85 , Test Accuracy Rate of Test DATA(DT): , 0.9721496503617096
85 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5546552333652363
85 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965973534971645
85 , Training/Validation Dataset Total Detection Rate(DT): , 0.9841209829867675
85 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9841209829867675
85 , Training/Validation Dataset SSH Precision(RF): , 0.7096774193548387
85 , Training/Validation Dataset SSH Precision(DT): , 0.34375
85 , Training/Validation Dataset SSH Precision(Hybrid): , 0.34375
85 , Training/Validation Dataset SSH Recall(RF): , 1.0
85 , Training/Validation Dataset SSH Recall(DT): , 1.0
85 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
85 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003431185665268776
85 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.016012199771254287
85 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016012199771254287
85 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
85 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
85 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
85 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
85 , Evaluation Test SSH Precision(RF): , 0.39285714285714285
85 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
85 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
85 , Evaluation Test SSH Recall(RF): , 0.88
85 , Evaluation Test SSH Recall(DT): , 1.0
85 , Evaluation Test SSH Recall(Hybrid): , 1.0
85 , Evaluation Test False Positive Rate of total detection(RF): , 0.0035834738617200675
85 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
85 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
85 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
86 , Random Forest Model Accuracy Rate (n=100): , 0.9960501072113757
86 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668773276153932
86 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.768367001467103
86 , Test Accuracy Rate of Test DATA(RF): , 0.9643269786250722
86 , Test Accuracy Rate of Test DATA(DT): , 0.9716301508057632
86 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5566750303939574
86 , Training/Validation Dataset Total Detection Rate(RF): , 0.9976896418944936
86 , Training/Validation Dataset Total Detection Rate(DT): , 0.9830573738929534
86 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9834424335772045
86 , Training/Validation Dataset SSH Precision(RF): , 0.8148148148148148
86 , Training/Validation Dataset SSH Precision(DT): , 0.34328358208955223
86 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3484848484848485
86 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
86 , Training/Validation Dataset SSH Recall(DT): , 1.0
86 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
86 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0019425019425019425
86 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017094017094017096
86 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016705516705516704
86 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04347826086956519
86 , Evaluation Test Total Detection Rate(RF): , 0.9960054662041417
86 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
86 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
86 , Evaluation Test SSH Precision(RF): , 0.38596491228070173
86 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
86 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
86 , Evaluation Test SSH Recall(RF): , 0.88
86 , Evaluation Test SSH Recall(DT): , 1.0
86 , Evaluation Test SSH Recall(Hybrid): , 1.0
86 , Evaluation Test False Positive Rate of total detection(RF): , 0.0036888701517706576
